In,Out,Date,Time,Branch,Group,Security Gate
0,0,12/13/2022,4:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
6,6,12/13/2022,5:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
9,3,12/13/2022,5:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
4,2,12/13/2022,5:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
8,6,12/13/2022,6:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
6,5,12/13/2022,6:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
1,4,12/13/2022,6:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
3,1,12/13/2022,6:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
4,3,12/13/2022,6:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
1,2,12/13/2022,6:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
10,0,12/13/2022,7:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
7,3,12/13/2022,7:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
12,3,12/13/2022,7:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
1,3,12/13/2022,7:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
4,1,12/13/2022,7:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
4,4,12/13/2022,7:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
5,4,12/13/2022,7:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
6,5,12/13/2022,8:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
0,1,12/13/2022,8:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
3,4,12/13/2022,8:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
40,9,12/13/2022,8:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
0,3,12/13/2022,8:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
6,3,12/13/2022,8:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
2,1,12/13/2022,8:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
2,0,12/13/2022,8:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
6,2,12/13/2022,9:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
3,7,12/13/2022,9:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
5,9,12/13/2022,9:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
32,9,12/13/2022,9:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
4,10,12/13/2022,9:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
8,3,12/13/2022,9:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
3,1,12/13/2022,9:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
3,1,12/13/2022,9:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
5,5,12/13/2022,10:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
0,2,12/13/2022,10:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
10,8,12/13/2022,10:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
30,4,12/13/2022,10:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
0,3,12/13/2022,10:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
7,3,12/13/2022,10:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
2,1,12/13/2022,10:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
17,12,12/13/2022,10:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
11,4,12/13/2022,11:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
0,3,12/13/2022,11:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
7,11,12/13/2022,11:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
19,4,12/13/2022,12:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
2,1,12/13/2022,12:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
10,9,12/13/2022,12:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
17,9,12/13/2022,1:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
2,7,12/13/2022,1:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
10,16,12/13/2022,1:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
23,4,12/13/2022,2:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
1,7,12/13/2022,2:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
14,22,12/13/2022,2:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
19,8,12/13/2022,3:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
2,9,12/13/2022,3:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
9,9,12/13/2022,3:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
18,7,12/13/2022,4:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
1,13,12/13/2022,4:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
10,21,12/13/2022,4:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
9,10,12/13/2022,5:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
0,10,12/13/2022,5:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
2,16,12/13/2022,5:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
6,5,12/13/2022,6:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
1,8,12/13/2022,6:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
8,16,12/13/2022,6:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
6,5,12/13/2022,7:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
3,6,12/13/2022,7:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
3,12,12/13/2022,7:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
0,5,12/13/2022,8:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
0,1,12/13/2022,8:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
1,4,12/13/2022,8:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
0,0,12/14/2022,4:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
0,1,12/14/2022,4:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
3,3,12/14/2022,7:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
4,1,12/14/2022,7:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
7,1,12/14/2022,7:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
5,2,12/14/2022,8:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
0,1,12/14/2022,8:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
2,4,12/14/2022,8:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
8,2,12/14/2022,9:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
0,2,12/14/2022,9:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
3,6,12/14/2022,9:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
9,3,12/14/2022,10:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
3,11,12/14/2022,10:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
14,11,12/14/2022,10:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
19,12,12/14/2022,11:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
0,7,12/14/2022,11:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
12,15,12/14/2022,11:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
11,6,12/14/2022,12:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
2,6,12/14/2022,12:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
9,5,12/14/2022,12:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
13,6,12/14/2022,1:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
0,5,12/14/2022,1:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
7,13,12/14/2022,1:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
417,171,12/14/2022,1:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
13331,135757,12/14/2022,1:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
116,207,12/14/2022,1:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
91,76,12/14/2022,1:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
210,212,12/14/2022,1:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
15,8,12/14/2022,2:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
1,8,12/14/2022,2:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
10,33,12/14/2022,2:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
44,18,12/14/2022,2:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
3,34,12/14/2022,2:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
4,28,12/14/2022,2:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
5,7,12/14/2022,2:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
18,18,12/14/2022,2:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
13,6,12/14/2022,3:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
1,9,12/14/2022,3:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
8,20,12/14/2022,3:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
43,8,12/14/2022,3:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
4,9,12/14/2022,3:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
11,13,12/14/2022,3:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
6,2,12/14/2022,3:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
12,14,12/14/2022,3:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
14,7,12/14/2022,4:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
1,6,12/14/2022,4:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
10,15,12/14/2022,4:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
38,17,12/14/2022,4:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
1,15,12/14/2022,4:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
7,14,12/14/2022,4:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
1,4,12/14/2022,4:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
10,17,12/14/2022,4:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
12,14,12/14/2022,5:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
1,7,12/14/2022,5:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
13,13,12/14/2022,5:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
19,16,12/14/2022,5:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
1,15,12/14/2022,5:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
2,19,12/14/2022,5:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
3,8,12/14/2022,5:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
1,21,12/14/2022,5:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
5,7,12/14/2022,6:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
2,3,12/14/2022,6:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
8,10,12/14/2022,6:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
13,14,12/14/2022,6:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
1,8,12/14/2022,6:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
2,17,12/14/2022,6:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
7,8,12/14/2022,7:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
0,9,12/14/2022,7:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
0,18,12/14/2022,7:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
5,6,12/14/2022,7:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
0,25,12/14/2022,7:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
2,16,12/14/2022,7:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
0,5,12/14/2022,8:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
0,2,12/14/2022,8:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
2,6,12/14/2022,8:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
1,0,12/14/2022,8:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
0,0,12/14/2022,8:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
0,0,12/15/2022,4:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
1,0,12/15/2022,4:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
0,1,12/15/2022,4:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
1,0,12/15/2022,5:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
0,0,12/15/2022,5:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
6,2,12/15/2022,5:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
9,11,12/15/2022,5:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
5,5,12/15/2022,5:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
1,0,12/15/2022,5:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
1,0,12/15/2022,5:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
5,3,12/15/2022,7:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
1,1,12/15/2022,7:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
4,2,12/15/2022,7:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
12,0,12/15/2022,7:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
0,0,12/15/2022,7:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
1,1,12/15/2022,7:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
1,3,12/15/2022,7:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
5,2,12/15/2022,7:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
3,3,12/15/2022,8:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
0,1,12/15/2022,8:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
3,2,12/15/2022,8:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
14,1,12/15/2022,8:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
0,5,12/15/2022,8:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
8,2,12/15/2022,8:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
3,3,12/15/2022,8:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
9,6,12/15/2022,8:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
15,7,12/15/2022,9:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
2,0,12/15/2022,9:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
5,9,12/15/2022,9:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
21,6,12/15/2022,9:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
3,6,12/15/2022,9:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
4,7,12/15/2022,9:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
1,3,12/15/2022,9:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
2,3,12/15/2022,9:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
11,5,12/15/2022,10:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
3,5,12/15/2022,10:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
15,10,12/15/2022,10:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
18,3,12/15/2022,10:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
1,4,12/15/2022,10:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
1,2,12/15/2022,10:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
6,2,12/15/2022,10:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
12,5,12/15/2022,10:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
7,1,12/15/2022,11:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
1,7,12/15/2022,11:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
8,7,12/15/2022,11:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
21,12,12/15/2022,11:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
3,12,12/15/2022,11:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
7,6,12/15/2022,11:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
4,0,12/15/2022,11:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
15,6,12/15/2022,11:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
18,11,12/15/2022,12:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
4,17,12/15/2022,12:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
19,23,12/15/2022,12:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
44,15,12/15/2022,12:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
3,21,12/15/2022,12:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
11,11,12/15/2022,12:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
2,10,12/15/2022,12:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
12,8,12/15/2022,12:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
23,13,12/15/2022,1:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
0,8,12/15/2022,1:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
11,16,12/15/2022,1:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
26,4,12/15/2022,1:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
1,7,12/15/2022,1:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
6,14,12/15/2022,1:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
4,3,12/15/2022,1:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
13,8,12/15/2022,1:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
13,11,12/15/2022,2:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
4,10,12/15/2022,2:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
16,19,12/15/2022,2:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
37,8,12/15/2022,2:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
2,13,12/15/2022,2:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
7,11,12/15/2022,2:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
5,3,12/15/2022,2:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
6,13,12/15/2022,2:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
27,9,12/15/2022,3:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
3,8,12/15/2022,3:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
12,10,12/15/2022,3:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
24,15,12/15/2022,3:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
2,9,12/15/2022,3:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
3,16,12/15/2022,3:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
2,3,12/15/2022,3:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
8,8,12/15/2022,3:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
6,4,12/15/2022,4:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
0,7,12/15/2022,4:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
6,11,12/15/2022,4:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
23,11,12/15/2022,4:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
2,18,12/15/2022,4:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
6,19,12/15/2022,4:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
0,1,12/15/2022,4:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
8,6,12/15/2022,4:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
7,5,12/15/2022,5:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
1,6,12/15/2022,5:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
7,23,12/15/2022,5:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
10,9,12/15/2022,5:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
1,16,12/15/2022,5:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
3,21,12/15/2022,5:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
3,4,12/15/2022,5:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
4,25,12/15/2022,5:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
4,7,12/15/2022,6:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
0,2,12/15/2022,6:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
4,11,12/15/2022,6:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
11,10,12/15/2022,6:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
1,13,12/15/2022,6:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
2,8,12/15/2022,6:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
0,0,12/15/2022,6:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
1,0,12/15/2022,6:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
